peak.position	peak	old.mapping	new.mapping	old.insideFeature	new.insideFeature	old.distance	new.distance	mapping.changed	randoms
chrIII:10218512-10219035	ELT2peak04314	BE0003N10.6 (WBGene00255598)	cox-14 (WBGene00011875)	upstream	overlapStart	59	92	TRUE	5122
chrI:7872082-7872668	ELT2peak00788	gld-2 (WBGene00001596)	suro-1 (WBGene00011235)	unmapped ± 5Kb	inside	5759	25	TRUE	5123
chrIII:1037129-1037791	ELT2peak03221	D2085.7 (WBGene00008432)	chin-1 (WBGene00015267)	upstream	overlapStart	478	83	TRUE	5124
chrII:6491609-6492409	ELT2peak02102	math-23 (WBGene00016718)	T28D9.1 (WBGene00020894)	downstream	overlapStart	119	7	TRUE	5125
chrV:17344808-17345496	ELT2peak07950	F07C6.3 (WBGene00008554)	fbxa-189 (WBGene00009840)	overlapEnd	overlapStart	229	268	TRUE	5126
chrII:5030029-5031014	ELT2peak01853	Y105E8A.25 (WBGene00013682)	F33G12.2 (WBGene00018014)	unmapped ± 5Kb	inside	10032	87	TRUE	5127
chrII:3244785-3245253	ELT2peak01667	atp-1 (WBGene00010419)	C17F4.7 (WBGene00015913)	overlapEnd	overlapEnd	235	166	TRUE	5128
chrV:12635103-12635780	ELT2peak07481	cysl-1 (WBGene00007653)	F56H9.2 (WBGene00010174)	overlapStart	upstream	7	1883	TRUE	5129
chrIV:9958790-9959561	ELT2peak05629	got-2.2 (WBGene00015778)	T13H10.2 (WBGene00011762)	overlapStart	upstream	248	4684	TRUE	5130
chrX:8069215-8069705	ELT2peak09119	T05H4.11 (WBGene00020274)	C18A11.1 (WBGene00015947)	overlapStart	overlapStart	131	113	TRUE	5131
chrIII:4504309-4505005	ELT2peak03571	mnk-1 (WBGene00011304)	cct-5 (WBGene00000380)	upstream	inside	237	3109	TRUE	5132
chrII:2292488-2293197	ELT2peak01588	cyp-33D1 (WBGene00010589)	K09F6.7 (WBGene00019590)	overlapStart	upstream	130	304	TRUE	5133
chrV:10602158-10602649	ELT2peak07214	ntl-4 (WBGene00003827)	H27A22.1 (WBGene00010418)	inside	overlapStart	957	191	TRUE	5134
chrX:3290071-3290958	ELT2peak08533	srh-2 (WBGene00005228)	K09C4.4 (WBGene00019549)	inside	inside	1890	586	TRUE	5135
chrI:2292588-2293402	ELT2peak00159	C53H9.4 (WBGene00303070)	Y39G10AR.11 (WBGene00021469)	overlapStart	overlapStart	68	270	TRUE	5136
chrV:15325504-15326293	ELT2peak07795	T12A7.2 (WBGene00011723)	ZK1037.6 (WBGene00014194)	upstream	overlapEnd	622	318	TRUE	5137
chrI:5364028-5364828	ELT2peak00473	eri-6 (WBGene00016561)	ppk-1 (WBGene00004087)	inside	inside	2154	342	TRUE	5138
chrV:8684661-8685247	ELT2peak06976	C49A9.9 (WBGene00016763)	cln-3.3 (WBGene00000541)	inside	inside	449	913	TRUE	5139
chrII:13460667-13461590	ELT2peak02939	lst-5 (WBGene00016890)	E01G4.3 (WBGene00008446)	overlapStart	overlapEnd	175	324	TRUE	5140
chrV:4822618-4823288	ELT2peak06576	mca-3 (WBGene00003153)	adss-1 (WBGene00016509)	upstream	inside	233	56	TRUE	5141
chrV:5427907-5428592	ELT2peak06623	unc-33 (WBGene00006769)	rhr-1 (WBGene00004358)	inside	overlapStart	1376	253	TRUE	5142
chrII:9600290-9601527	ELT2peak02539	crh-2 (WBGene00016162)	nhr-19 (WBGene00003618)	inside	inside	118	2093	TRUE	5143
chrIV:5086301-5087717	ELT2peak05117	hmg-1.2 (WBGene00001972)	ivd-1 (WBGene00015326)	overlapStart	overlapEnd	363	538	TRUE	5144
chrV:19751193-19751432	ELT2peak08128	Y37A1B.5 (WBGene00012538)	clec-49 (WBGene00012251)	upstream	overlapStart	63	19	TRUE	5145
chrI:7865924-7866677	ELT2peak00785	K04F10.1 (WBGene00019394)	pck-2 (WBGene00011232)	overlapStart	overlapStart	179	212	TRUE	5146
chrX:8210880-8211694	ELT2peak09141	cpt-6 (WBGene00020911)	cdd-1 (WBGene00000391)	upstream	overlapStart	43	269	TRUE	5147
chrIV:9121599-9122921	ELT2peak05536	F44E2.9 (WBGene00018422)	nrfl-1 (WBGene00006438)	unmapped ± 5Kb	inside	7904	2501	TRUE	5148
chrV:19697348-19697821	ELT2peak08125	irld-55 (WBGene00012541)	Y43F8C.13 (WBGene00012834)	downstream	overlapStart	25	50	TRUE	5149
chrII:156938-157706	ELT2peak01428	lsm-5 (WBGene00003079)	mrpl-28 (WBGene00020796)	overlapStart	upstream	235	895	TRUE	5150
chrIII:11240649-11241318	ELT2peak04428	fkh-9 (WBGene00001441)	aakb-2 (WBGene00012928)	overlapEnd	downstream	6	2397	TRUE	5151
chrX:2559292-2560222	ELT2peak08435	F11E6.7 (WBGene00008710)	F52H2.5 (WBGene00018717)	overlapStart	overlapStart	4	346	TRUE	5152
chrIV:5939065-5939734	ELT2peak05186	lim-8 (WBGene00017904)	mcu-1 (WBGene00019296)	inside	overlapStart	2530	165	TRUE	5153
chrII:15173084-15173754	ELT2peak03119	dve-1 (WBGene00022861)	gst-31 (WBGene00001779)	unmapped ± 5Kb	downstream	5154	517	TRUE	5154
chrII:4376626-4377432	ELT2peak01745	top-1 (WBGene00006595)	ntl-2 (WBGene00003825)	upstream	overlapStart	1209	116	TRUE	5155
chrX:13818724-13819277	ELT2peak09846	sqv-4 (WBGene00005022)	twk-23 (WBGene00006676)	overlapStart	inside	112	725	TRUE	5156
chrV:17780309-17780917	ELT2peak07978	K08D8.6 (WBGene00010660)	srab-12 (WBGene00008128)	upstream	overlapEnd	605	139	TRUE	5157
chrX:5709182-5709937	ELT2peak08813	rft-2 (WBGene00021626)	cat-1 (WBGene00000295)	overlapStart	inside	55	688	TRUE	5158
chrIV:12302962-12303577	ELT2peak05913	nhr-137 (WBGene00003727)	oac-57 (WBGene00019579)	inside	downstream	2054	885	TRUE	5159
chrII:6410389-6411441	ELT2peak02091	clec-42 (WBGene00008891)	T25D10.4 (WBGene00020801)	overlapStart	upstream	155	108	TRUE	5160
chrIII:13527684-13528152	ELT2peak04627	C54C6.6 (WBGene00008288)	lron-13 (WBGene00013574)	downstream	inside	606	246	TRUE	5161
chrII:7457112-7457614	ELT2peak02262	nep-8 (WBGene00017553)	D1022.4 (WBGene00017023)	inside	overlapStart	553	234	TRUE	5162
chrIII:8128119-8128863	ELT2peak04045	Y41G9A.6 (WBGene00021530)	rpl-21 (WBGene00004433)	downstream	downstream	722	688	TRUE	5163
chrX:7953948-7955054	ELT2peak09098	sago-1 (WBGene00019666)	dct-1 (WBGene00015776)	upstream	overlapStart	599	407	TRUE	5164
chrIII:4887268-4887736	ELT2peak03615	cyn-4 (WBGene00000880)	clec-6 (WBGene00016451)	overlapStart	overlapStart	124	174	TRUE	5165
chrII:7420741-7421428	ELT2peak02261	Y39B6A.43 (WBGene00012701)	kcc-3 (WBGene00019289)	overlapStart	downstream	244	4511	TRUE	5166
chrIII:147608-148146	ELT2peak03149	F57C12.6 (WBGene00194687)	sqst-5 (WBGene00269434)	downstream	upstream	339	1	TRUE	5167
chrX:5670795-5671478	ELT2peak08806	mcm-7 (WBGene00003159)	egl-13 (WBGene00001182)	overlapStart	inside	75	2582	TRUE	5168
chrIV:7580140-7580812	ELT2peak05358	rpl-35 (WBGene00004449)	cec-5 (WBGene00017993)	overlapStart	overlapStart	41	129	TRUE	5169
chrIII:2676029-2676526	ELT2peak03365	C06C3.12 (WBGene00175031)	let-805 (WBGene00002915)	overlapStart	inside	150	4586	TRUE	5170
chrIII:8106373-8107137	ELT2peak04040	gbb-1 (WBGene00021528)	C14B9.3 (WBGene00015753)	downstream	upstream	3277	1566	TRUE	5171
chrII:13828989-13830117	ELT2peak02987	fkb-6 (WBGene00001431)	his-42 (WBGene00001916)	overlapStart	upstream	41	292	TRUE	5172
chrIII:6803008-6803758	ELT2peak03868	clec-65 (WBGene00009396)	lim-8 (WBGene00017904)	overlapStart	inside	284	220	TRUE	5173
chrI:10670668-10671442	ELT2peak01096	mys-4 (WBGene00007914)	fkb-7 (WBGene00001432)	overlapStart	overlapEnd	384	141	TRUE	5174
chrX:5522761-5523567	ELT2peak08798	Y45G5AM.5 (WBGene00021557)	mboa-3 (WBGene00016934)	upstream	overlapStart	2651	58	TRUE	5175
chrV:5980457-5981219	ELT2peak06683	clec-76 (WBGene00021587)	acy-2 (WBGene00000069)	downstream	inside	499	294	TRUE	5176
chrX:3182864-3184071	ELT2peak08514	scd-1 (WBGene00004739)	klp-4 (WBGene00002217)	inside	upstream	4220	4169	TRUE	5177
chrIII:4194653-4195908	ELT2peak03527	C07E3.9 (WBGene00007419)	xbp-1 (WBGene00006959)	overlapStart	overlapEnd	335	550	TRUE	5178
chrI:14421114-14421601	ELT2peak01362	nhr-69 (WBGene00003659)	hpo-13 (WBGene00013670)	upstream	inside	1859	2917	TRUE	5179
chrIII:1080467-1081030	ELT2peak03223	D2085.7 (WBGene00008432)	kbp-4 (WBGene00022357)	overlapStart	overlapStart	199	129	TRUE	5180
chrIV:6211951-6212702	ELT2peak05206	T07E3.4 (WBGene00020315)	C49A9.6 (WBGene00016760)	inside	inside	403	479	TRUE	5181
chrIV:16501636-16502396	ELT2peak06213	sur-5 (WBGene00006351)	zip-7 (WBGene00013100)	overlapEnd	downstream	289	853	TRUE	5182
chrII:12944590-12945236	ELT2peak02894	egl-27 (WBGene00001194)	F58G1.7 (WBGene00010269)	upstream	inside	4618	728	TRUE	5183
chrIV:2714289-2715210	ELT2peak04880	alh-1 (WBGene00000107)	Y94H6A.7 (WBGene00022379)	inside	inside	270	382	TRUE	5184
chrX:13368229-13369004	ELT2peak09782	nhr-48 (WBGene00003638)	gem-1 (WBGene00008214)	overlapEnd	downstream	178	2608	TRUE	5185
chrI:679940-680603	ELT2peak00047	acs-13 (WBGene00022037)	Y18H1A.11 (WBGene00021215)	inside	overlapStart	2590	195	TRUE	5186
chrV:15052291-15052793	ELT2peak07764	F12F6.1 (WBGene00008720)	fbxa-82 (WBGene00007716)	overlapStart	overlapStart	72	239	TRUE	5187
chrI:14793658-14795279	ELT2peak01393	fath-1 (WBGene00007707)	mrps-27 (WBGene00010766)	inside	overlapStart	58	380	TRUE	5188
chrIV:8205184-8205859	ELT2peak05432	mig-10 (WBGene00003243)	hgrs-1 (WBGene00004101)	unmapped ± 5Kb	inside	11908	189	TRUE	5189
chrII:5712099-5712990	ELT2peak01982	T07D3.9 (WBGene00020311)	osta-2 (WBGene00015942)	overlapStart	overlapEnd	255	252	TRUE	5190
chrIII:9765321-9766098	ELT2peak04258	F11D5.1 (WBGene00017380)	cbp-1 (WBGene00000366)	inside	upstream	2455	418	TRUE	5191
chrV:6251091-6251652	ELT2peak06723	F49F1.7 (WBGene00018647)	dmd-7 (WBGene00019521)	overlapStart	inside	324	801	TRUE	5192
chrX:2934099-2935634	ELT2peak08473	atg-9 (WBGene00020706)	fard-1 (WBGene00022200)	overlapStart	inside	108	738	TRUE	5193
chrX:2090511-2091069	ELT2peak08388	atgp-1 (WBGene00000224)	lsy-2 (WBGene00003087)	upstream	inside	231	852	TRUE	5194
chrV:6821019-6821497	ELT2peak06808	stg-2 (WBGene00017400)	T15B7.8 (WBGene00020520)	inside	upstream	1252	312	TRUE	5195
chrIII:1519544-1520861	ELT2peak03274	B0457.4 (WBGene00007179)	snf-6 (WBGene00004905)	upstream	overlapEnd	2589	637	TRUE	5196
chrIV:6053363-6054075	ELT2peak05195	srv-1 (WBGene00005712)	kcc-2 (WBGene00019205)	overlapEnd	inside	78	12387	TRUE	5197
chrIV:296673-297423	ELT2peak04688	tir-1 (WBGene00006575)	K02D7.1 (WBGene00019298)	unmapped ± 5Kb	inside	7902	857	TRUE	5198
chrIII:8785367-8785881	ELT2peak04134	mai-1 (WBGene00003124)	K02D10.8 (WBGene00219329)	inside	upstream	249	473	TRUE	5199
chrV:16287991-16289020	ELT2peak07875	daf-12 (WBGene00000908)	F28G4.3 (WBGene00009228)	inside	upstream	664	272	TRUE	5200
chrII:9275522-9276358	ELT2peak02495	nsy-1 (WBGene00003822)	C01G6.5 (WBGene00007227)	overlapStart	inside	227	498	TRUE	5201
chrX:6638861-6639618	ELT2peak08939	acl-6 (WBGene00017261)	nhr-120 (WBGene00003710)	overlapStart	inside	140	1002	TRUE	5202
chrX:16672699-16673308	ELT2peak10147	rpt-1 (WBGene00004501)	tag-343 (WBGene00018374)	overlapStart	inside	214	1424	TRUE	5203
chrV:15197955-15198632	ELT2peak07785	prx-2 (WBGene00004192)	srw-1 (WBGene00005748)	inside	overlapStart	318	300	TRUE	5204
chrIV:443567-444346	ELT2peak04711	pxd-1 (WBGene00007982)	mrpl-55 (WBGene00022045)	overlapEnd	overlapStart	67	361	TRUE	5205
chrII:5232424-5233548	ELT2peak01890	aex-5 (WBGene00000088)	EGAP2.1 (WBGene00017147)	overlapStart	overlapEnd	233	275	TRUE	5206
chrV:19053125-19053937	ELT2peak08055	W02H3.3 (WBGene00195208)	asp-1 (WBGene00000214)	downstream	upstream	946	2300	TRUE	5207
chrX:535486-536358	ELT2peak08256	Y105C5A.13 (WBGene00013637)	F28C10.3 (WBGene00017898)	overlapStart	overlapStart	344	348	TRUE	5208
chrII:13976092-13976675	ELT2peak03012	haf-2 (WBGene00001812)	Y39G8B.2 (WBGene00012723)	overlapStart	overlapStart	161	129	TRUE	5209
chrIII:7762097-7762681	ELT2peak04004	F08G2.8 (WBGene00008579)	mtx-2 (WBGene00022516)	inside	inside	192	120	TRUE	5210
chrI:4253764-4254434	ELT2peak00343	Y47G6A.9 (WBGene00021638)	met-1 (WBGene00016603)	overlapEnd	overlapStart	395	54	TRUE	5211
chrX:7569830-7570576	ELT2peak09068	W06H8.6 (WBGene00021068)	unc-98 (WBGene00006827)	upstream	overlapEnd	1366	202	TRUE	5212
chrII:6180475-6180974	ELT2peak02053	fbxa-163 (WBGene00015598)	F40H3.1 (WBGene00018249)	downstream	inside	1038	608	TRUE	5213
chrV:5269021-5269500	ELT2peak06611	mai-2 (WBGene00015248)	B0238.11 (WBGene00015075)	overlapStart	overlapStart	55	15	TRUE	5214
chrI:4933033-4933710	ELT2peak00418	uig-1 (WBGene00009337)	dip-2 (WBGene00017885)	inside	upstream	130	549	TRUE	5215
chrV:7734695-7735519	ELT2peak06862	soc-2 (WBGene00004929)	clic-1 (WBGene00020246)	inside	overlapStart	4671	216	TRUE	5216
chrX:12783096-12783805	ELT2peak09686	rmh-2 (WBGene00011576)	alh-13 (WBGene00011938)	inside	inside	163	700	TRUE	5217
chrII:11731377-11732128	ELT2peak02800	lin-23 (WBGene00003009)	F13D12.8 (WBGene00008742)	downstream	inside	2747	212	TRUE	5218
chrI:8352121-8352658	ELT2peak00828	ric-7 (WBGene00010259)	tba-5 (WBGene00006531)	unmapped ± 5Kb	upstream	5727	752	TRUE	5219
chrI:6564390-6565090	ELT2peak00623	frm-4 (WBGene00001491)	bag-1 (WBGene00000236)	upstream	overlapStart	1095	61	TRUE	5220
chrIII:2948614-2949156	ELT2peak03391	F35H8.4 (WBGene00009449)	H05C05.1 (WBGene00019157)	unmapped ± 5Kb	inside	5984	1523	TRUE	5221
chrI:11497730-11498236	ELT2peak01148	ret-1 (WBGene00004336)	K08C9.9 (WBGene00086563)	unmapped ± 5Kb	downstream	5709	214	TRUE	5222
chrII:1103627-1104359	ELT2peak01483	daf-16 (WBGene00000912)	T13B5.9 (WBGene00020476)	upstream	inside	2590	150	TRUE	5223
chrIV:828318-829514	ELT2peak04733	ncr-1 (WBGene00003561)	madf-1 (WBGene00021942)	unmapped ± 5Kb	downstream	7676	845	TRUE	5224
chrIV:9735682-9736228	ELT2peak05606	clip-1 (WBGene00010796)	cka-1 (WBGene00000509)	overlapStart	inside	107	1393	TRUE	5225
chrIV:658524-659012	ELT2peak04725	xbp-1 (WBGene00006959)	K11H12.8 (WBGene00019664)	overlapEnd	overlapEnd	550	80	TRUE	5226
chrI:4511100-4511606	ELT2peak00369	F21A9.1 (WBGene00017650)	mrpl-19 (WBGene00022470)	overlapEnd	overlapStart	425	26	TRUE	5227
chrV:8495926-8496404	ELT2peak06953	kcc-2 (WBGene00019205)	pxn-1 (WBGene00004256)	unmapped ± 5Kb	inside	10861	1037	TRUE	5228
chrIII:6897606-6898074	ELT2peak03885	hphd-1 (WBGene00012608)	T07E3.4 (WBGene00020315)	overlapStart	overlapStart	286	58	TRUE	5229
chrV:10431796-10432275	ELT2peak07187	klo-1 (WBGene00016848)	Y32F6A.4 (WBGene00012529)	overlapStart	inside	98	1329	TRUE	5230
chrIII:6961981-6962737	ELT2peak03892	F18A11.2 (WBGene00008929)	rpn-6.1 (WBGene00004462)	upstream	overlapStart	2440	46	TRUE	5231
chrV:5591326-5591845	ELT2peak06639	siah-1 (WBGene00021369)	CD4.11 (WBGene00044542)	upstream	overlapEnd	1204	242	TRUE	5232
chrV:58920-59816	ELT2peak06283	K02D7.1 (WBGene00019298)	cyp-29A3 (WBGene00021412)	inside	overlapStart	1860	319	TRUE	5233
chrI:4914174-4914849	ELT2peak00411	zip-5 (WBGene00007932)	F21F3.6 (WBGene00017675)	upstream	upstream	1027	127	TRUE	5234
chrV:4964734-4965497	ELT2peak06587	catp-5 (WBGene00019493)	tam-1 (WBGene00006523)	inside	upstream	1031	1636	TRUE	5235
chrIII:8163656-8164220	ELT2peak04055	clec-265 (WBGene00019738)	prp-8 (WBGene00004187)	overlapStart	upstream	199	153	TRUE	5236
chrIV:15951717-15951946	ELT2peak06187	abcf-2 (WBGene00012097)	Y105C5B.15 (WBGene00013654)	inside	overlapStart	978	37	TRUE	5237
chrII:6832427-6834606	ELT2peak02158	ZK262.2 (WBGene00013949)	egl-27 (WBGene00001194)	inside	upstream	172	415	TRUE	5238
chrIV:11928356-11928846	ELT2peak05880	spat-2 (WBGene00012973)	ZK822.4 (WBGene00014091)	unmapped ± 5Kb	overlapEnd	11802	59	TRUE	5239
chrIV:9995057-9995736	ELT2peak05632	bre-3 (WBGene00000268)	pyp-1 (WBGene00008149)	inside	overlapEnd	4643	264	TRUE	5240
chrIV:8005336-8005804	ELT2peak05401	gakh-1 (WBGene00018516)	rig-4 (WBGene00004371)	upstream	upstream	585	1200	TRUE	5241
chrII:6838841-6839742	ELT2peak02161	F42G2.5 (WBGene00018354)	egl-27 (WBGene00001194)	overlapStart	inside	135	3820	TRUE	5242
chrII:4925289-4926022	ELT2peak01826	T19C9.8 (WBGene00011844)	aagr-2 (WBGene00019895)	overlapEnd	upstream	111	41	TRUE	5243
chrI:6283027-6283762	ELT2peak00586	cav-2 (WBGene00000302)	chdp-1 (WBGene00015687)	overlapStart	upstream	215	1211	TRUE	5244
chrI:489687-490404	ELT2peak00033	pqn-59 (WBGene00004143)	haf-4 (WBGene00001814)	overlapStart	overlapStart	70	282	TRUE	5245
chrX:870836-871627	ELT2peak08288	Y105C5B.1413 (WBGene00194929)	lgl-1 (WBGene00018987)	downstream	overlapStart	2819	253	TRUE	5246
chrIV:8161694-8162361	ELT2peak05427	knl-1 (WBGene00002231)	clec-51 (WBGene00015050)	overlapStart	overlapEnd	101	273	TRUE	5247
chrIV:14888872-14889954	ELT2peak06138	Y39E4B.6 (WBGene00012717)	eps-8 (WBGene00001330)	upstream	inside	4532	9382	TRUE	5248
chrV:6230609-6231290	ELT2peak06715	npr-28 (WBGene00018886)	W06H8.6 (WBGene00021068)	upstream	upstream	4332	3562	TRUE	5249
chrX:1338862-1339426	ELT2peak08332	nspa-9 (WBGene00043187)	ttr-37 (WBGene00017667)	overlapStart	upstream	30	1947	TRUE	5250
chrIII:3174943-3175434	ELT2peak03408	dnj-20 (WBGene00001038)	R148.3 (WBGene00020102)	inside	overlapStart	2771	95	TRUE	5251
chrIV:9875598-9876311	ELT2peak05623	lrch-1 (WBGene00015779)	nhr-4 (WBGene00003603)	upstream	upstream	2046	3018	TRUE	5252
chrV:17009308-17009997	ELT2peak07933	C27D8.4 (WBGene00007780)	F49H6.13 (WBGene00009914)	overlapEnd	overlapStart	197	80	TRUE	5253
chrV:9085834-9086508	ELT2peak07016	trk-1 (WBGene00017039)	hsp-16.1 (WBGene00002015)	inside	downstream	2824	785	TRUE	5254
chrX:3968443-3969103	ELT2peak08609	nhr-110 (WBGene00003700)	C16B8.3 (WBGene00015823)	overlapEnd	overlapStart	241	194	TRUE	5255
chrIV:6829980-6830548	ELT2peak05276	B0361.2 (WBGene00015156)	H20E11.1 (WBGene00019213)	upstream	overlapStart	40	165	TRUE	5256
chrII:12053154-12053917	ELT2peak02831	utp-20 (WBGene00007050)	Y17G7B.10 (WBGene00012463)	overlapStart	inside	11	3571	TRUE	5257
chrV:13001980-13002479	ELT2peak07530	ttr-54 (WBGene00011774)	inft-2 (WBGene00008848)	overlapStart	overlapStart	157	162	TRUE	5258
chrIV:9668057-9668756	ELT2peak05593	sec-16 (WBGene00013985)	nhr-34 (WBGene00003627)	inside	inside	246	3692	TRUE	5259
chrII:5208085-5209480	ELT2peak01885	smp-1 (WBGene00004889)	ampd-1 (WBGene00016415)	overlapStart	inside	169	319	TRUE	5260
chrII:1880591-1881089	ELT2peak01562	kpc-1 (WBGene00002232)	math-17 (WBGene00015833)	upstream	overlapStart	1116	117	TRUE	5261
chrII:14053031-14053974	ELT2peak03033	M02E1.4 (WBGene00284848)	rpb-11 (WBGene00012187)	upstream	unmapped	590	6087	TRUE	5262
chrX:3650292-3650781	ELT2peak08570	zmp-5 (WBGene00010423)	sax-1 (WBGene00004727)	downstream	upstream	538	142	TRUE	5263
chrV:2730913-2731654	ELT2peak06468	egl-18 (WBGene00001186)	dod-3 (WBGene00016052)	upstream	overlapStart	454	185	TRUE	5264
chrV:12744863-12745637	ELT2peak07491	nhr-97 (WBGene00003687)	C15C8.7 (WBGene00007609)	upstream	overlapStart	193	187	TRUE	5265
chrX:15622137-15622334	ELT2peak10050	srx-88 (WBGene00005979)	K09E9.1 (WBGene00010724)	overlapEnd	inside	141	1648	TRUE	5266
chrV:20782217-20784176	ELT2peak08208	Y41E3.1 (WBGene00012762)	hif-1 (WBGene00001851)	upstream	inside	328	1083	TRUE	5267
chrIII:12367177-12367854	ELT2peak04522	pbo-1 (WBGene00003941)	Y75B8A.33 (WBGene00013563)	overlapEnd	overlapStart	164	196	TRUE	5268
chrIV:5656070-5656257	ELT2peak05164	F23F12.3 (WBGene00017751)	skn-1 (WBGene00004804)	overlapStart	inside	226	4266	TRUE	5269
chrI:12064914-12066238	ELT2peak01192	chaf-1 (WBGene00011532)	F58D5.2 (WBGene00010242)	overlapEnd	overlapEnd	354	228	TRUE	5270
chrV:12103188-12104663	ELT2peak07422	vps-26 (WBGene00006931)	nhr-153 (WBGene00007546)	overlapStart	overlapStart	281	390	TRUE	5271
chrV:17752266-17753086	ELT2peak07973	pgp-6 (WBGene00004000)	pgp-9 (WBGene00004003)	overlapStart	upstream	238	2806	TRUE	5272
chrI:7251437-7251949	ELT2peak00713	tres-1 (WBGene00022750)	bub-1 (WBGene00000275)	inside	overlapStart	1546	8	TRUE	5273
chrIII:5077120-5077905	ELT2peak03638	F40F8.11 (WBGene00044916)	alh-1 (WBGene00000107)	overlapStart	overlapStart	145	140	TRUE	5274
chrII:7879066-7879857	ELT2peak02310	K10G6.5 (WBGene00044381)	T01H3.5 (WBGene00011351)	overlapStart	overlapStart	254	137	TRUE	5275
chrIII:6176766-6177325	ELT2peak03803	Y17G7B.18 (WBGene00012469)	F42A10.6 (WBGene00018342)	downstream	overlapStart	498	95	TRUE	5276
chrV:8132716-8134009	ELT2peak06899	fem-1 (WBGene00001411)	D1014.4 (WBGene00017017)	inside	overlapStart	1717	577	TRUE	5277
chrV:19417893-19418361	ELT2peak08086	Y45F10B.59 (WBGene00194917)	C25F9.15 (WBGene00050967)	overlapStart	overlapStart	64	149	TRUE	5278
chrIV:9799694-9800304	ELT2peak05612	C40H1.8 (WBGene00008043)	fat-4 (WBGene00001396)	overlapStart	inside	216	265	TRUE	5279
chrX:15833453-15834141	ELT2peak10065	zip-10 (WBGene00012101)	acox-1.6 (WBGene00010336)	overlapStart	overlapEnd	104	89	TRUE	5280
chrX:12001530-12002378	ELT2peak09599	H24G06.1 (WBGene00019237)	sma-5 (WBGene00004859)	unmapped ± 5Kb	inside	7328	2714	TRUE	5281
chrV:7803933-7805317	ELT2peak06872	msp-65 (WBGene00003458)	xpo-1 (WBGene00002078)	downstream	overlapStart	166	253	TRUE	5282
chrV:10361779-10362452	ELT2peak07177	itr-1 (WBGene00002173)	cash-1 (WBGene00010631)	unmapped ± 5Kb	overlapStart	7137	191	TRUE	5283
chrX:8098870-8099568	ELT2peak09127	nhr-71 (WBGene00003661)	catp-5 (WBGene00019493)	downstream	upstream	770	7	TRUE	5284
chrIII:11267269-11268095	ELT2peak04434	F53A3.1 (WBGene00018720)	obr-1 (WBGene00012930)	inside	inside	297	2780	TRUE	5285
chrV:13626863-13628143	ELT2peak07606	F56C4.4 (WBGene00044977)	F53F4.14 (WBGene00009996)	overlapStart	overlapStart	353	570	TRUE	5286
chrII:11305614-11306114	ELT2peak02741	frh-1 (WBGene00001486)	samp-1 (WBGene00011994)	overlapStart	overlapEnd	404	69	TRUE	5287
chrV:10485330-10486112	ELT2peak07201	tmc-2 (WBGene00015177)	ncx-5 (WBGene00003570)	overlapStart	downstream	113	361	TRUE	5288
chrIV:15712650-15713928	ELT2peak06178	T03F6.10 (WBGene00185005)	Y105C5A.15 (WBGene00013639)	downstream	inside	5	8339	TRUE	5289
chrIII:1349289-1349770	ELT2peak03257	rer-1 (WBGene00009783)	fbxa-25 (WBGene00022321)	overlapStart	overlapStart	102	111	TRUE	5290
chrIII:9930212-9930941	ELT2peak04292	fbxa-22 (WBGene00020452)	ttr-1 (WBGene00010541)	downstream	overlapEnd	139	201	TRUE	5291
chrII:6331419-6332206	ELT2peak02071	math-28 (WBGene00018102)	C32D5.6 (WBGene00016314)	downstream	overlapEnd	2071	307	TRUE	5292
chrX:10141904-10142848	ELT2peak09363	slc-17.5 (WBGene00017681)	oac-14 (WBGene00008602)	overlapStart	overlapStart	635	109	TRUE	5293
chrI:9654292-9654760	ELT2peak00977	T25G3.3 (WBGene00012030)	T05F1.11 (WBGene00011495)	downstream	inside	724	1271	TRUE	5294
chrX:1527359-1528544	ELT2peak08359	F55G7.5 (WBGene00195215)	toca-1 (WBGene00017298)	downstream	unmapped	2739	5872	TRUE	5295
chrX:9851678-9852146	ELT2peak09333	snap-1 (WBGene00017016)	lec-7 (WBGene00002270)	overlapStart	overlapStart	351	7	TRUE	5296
chrV:10564952-10565645	ELT2peak07208	C06A6.2 (WBGene00015507)	cat-4 (WBGene00000298)	inside	inside	810	72	TRUE	5297
chrIV:7501166-7501863	ELT2peak05344	ncl-1 (WBGene00003559)	F55G1.15 (WBGene00018907)	unmapped ± 5Kb	overlapStart	7837	271	TRUE	5298
chrX:954682-955365	ELT2peak08298	Y65A5A.24 (WBGene00185101)	apm-3 (WBGene00000164)	upstream	overlapStart	4420	157	TRUE	5299
chrI:7595465-7596303	ELT2peak00752	F20G2.5 (WBGene00008988)	wdr-23 (WBGene00008419)	overlapStart	upstream	323	204	TRUE	5300
chrII:7777959-7779419	ELT2peak02292	F53C3.7 (WBGene00018751)	snpc-1.1 (WBGene00015513)	downstream	overlapEnd	262	122	TRUE	5301
chrV:14596937-14597433	ELT2peak07730	F54D1.6 (WBGene00010047)	pes-9 (WBGene00003982)	upstream	overlapStart	1282	130	TRUE	5302
chrV:16277819-16278624	ELT2peak07874	oac-57 (WBGene00019579)	cyp-37B1 (WBGene00009226)	inside	overlapStart	1430	372	TRUE	5303
chrV:16341354-16342041	ELT2peak07880	ccr-4 (WBGene00000376)	F57G8.5 (WBGene00010214)	inside	overlapEnd	90	182	TRUE	5304
